Precinct,Contest Name,Candidate Name,Votes
"Toledo 23H","Treasurer of State","Rob Richardson","276"
"Toledo 23H","Treasurer of State","Robert Sprague","249"
"Toledo 23H","U.S. Senator","Sherrod Brown","338"
"Toledo 23H","U.S. Senator","Jim Renacci","208"
"Toledo 23H","U.S. Senator","Write-in","0"
"Toledo 23H","U.S. Senator","Stephen Faris","0"
"Toledo 23H","U.S. Representative Dist 5","J. Michael Galbraith","266"
"Toledo 23H","U.S. Representative Dist 5","Don Kissick","19"
"Toledo 23H","U.S. Representative Dist 5","Bob Latta","253"
"Toledo 23H","Sup Crt Justice 1-1-19","Craig Baldwin","114"
"Toledo 23H","Sup Crt Justice 1-1-19","Michael P. Donnelly","311"
"Toledo 23H","Sup Crt Justice 1-2-19","Mary DeGenaro","187"
"Toledo 23H","Sup Crt Justice 1-2-19","Melody J. Stewart","206"
"Toledo 23H","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","158"
"Toledo 23H","Appeals Crt Judge 2-9-19","Gene A. Zmuda","295"
"Toledo 23H","State Senator Dist 11","Teresa Fedor","316"
"Toledo 23H","State Senator Dist 11","Ernest McCarthy","210"
"Toledo 23H","State Representative Dist 45","David Davenport","226"
"Toledo 23H","State Representative Dist 45","Lisa Sobecki","301"
"Toledo 23H","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","326"
"Toledo 23H","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","355"
"Toledo 23H","Judge Comm Pleas DR 1-3-19","David Lewandowski","353"
"Toledo 23H","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","182"
"Toledo 23H","Judge Comm Pleas GEN 1-4-19","Joe McNamara","266"
"Toledo 23H","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","334"
"Toledo 23H","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","347"
"Toledo 23H","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","353"
"Toledo 23H","County Commissioner","Gary L. Byers","229"
"Toledo 23H","County Commissioner","Sandy Spang","154"
"Toledo 23H","County Auditor","Anita Lopez","387"
"Toledo 23H","County Treasurer UNEX","Lori Brodie","262"
"Toledo 23H","County Treasurer UNEX","Lindsay M. Webb","269"
"Toledo 23H","State Board of Education 2nd District","Jeanine P. Donaldson","65"
"Toledo 23H","State Board of Education 2nd District","Charles Froehlich","32"
"Toledo 23H","State Board of Education 2nd District","Kirsten Hill","64"
"Toledo 23H","State Board of Education 2nd District","W. Roger Knight","34"
"Toledo 23H","State Board of Education 2nd District","Sue Larimer","57"
"Toledo 23H","State Board of Education 2nd District","Vicki Donovan Lyle","52"
"Toledo 23H","State Board of Education 2nd District","Annette Dudek Shine","41"
"Toledo 23H","1. State Issue Proposed Const. Amendment","YES","229"
"Toledo 23H","1. State Issue Proposed Const. Amendment","NO","322"
"Toledo 23H","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","269"
"Toledo 23H","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","274"
"Toledo 23H","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","388"
"Toledo 23H","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","154"
"Toledo 23H","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","183"
"Toledo 23H","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","347"
"Toledo 23H","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","390"
"Toledo 23H","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","153"
"Toledo 23H","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","348"
"Toledo 23H","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","184"
"Toledo 23H","15. City of Toledo Regional Water Charter Amendment","YES","349"
"Toledo 23H","15. City of Toledo Regional Water Charter Amendment","NO","167"
"Toledo 23I","Governor / Lt. Governor","Cordray/Sutton","252"
"Toledo 23I","Governor / Lt. Governor","DeWine/Husted","126"
"Toledo 23I","Governor / Lt. Governor","Gadell-Newton/Joseph","9"
"Toledo 23I","Governor / Lt. Governor","Irvine/Grayson","7"
"Toledo 23I","Governor / Lt. Governor","Write-in","0"
"Toledo 23I","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 23I","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 23I","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 23I","Attorney General","Steve Dettelbach","256"
"Toledo 23I","Attorney General","Dave Yost","128"
"Toledo 23I","Auditor of State","Robert C. Coogan","23"
"Toledo 23I","Auditor of State","Keith Faber","123"
"Toledo 23I","Auditor of State","Zack Space","231"
"Toledo 23I","Secretary of State","Kathleen Clyde","241"
"Toledo 23I","Secretary of State","Frank LaRose","121"
"Toledo 23I","Secretary of State","Dustin R. Nanna","18"
"Toledo 23I","Secretary of State","Write-in","0"
"Toledo 23I","Secretary of State","Michael W. Bradley","0"
"Toledo 23I","Treasurer of State","Rob Richardson","236"
"Toledo 23I","Treasurer of State","Robert Sprague","141"
"Toledo 23I","U.S. Senator","Sherrod Brown","277"
"Toledo 23I","U.S. Senator","Jim Renacci","111"
"Toledo 23I","U.S. Senator","Write-in","1"
"Toledo 23I","U.S. Senator","Stephen Faris","0"
"Toledo 23I","U.S. Representative Dist 5","J. Michael Galbraith","228"
"Toledo 23I","U.S. Representative Dist 5","Don Kissick","16"
"Toledo 23I","U.S. Representative Dist 5","Bob Latta","142"
"Toledo 23I","Sup Crt Justice 1-1-19","Craig Baldwin","73"
"Toledo 23I","Sup Crt Justice 1-1-19","Michael P. Donnelly","235"
"Toledo 23I","Sup Crt Justice 1-2-19","Mary DeGenaro","116"
"Toledo 23I","Sup Crt Justice 1-2-19","Melody J. Stewart","182"
"Toledo 23I","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","121"
"Toledo 23I","Appeals Crt Judge 2-9-19","Gene A. Zmuda","199"
"Toledo 23I","State Senator Dist 11","Teresa Fedor","253"
"Toledo 23I","State Senator Dist 11","Ernest McCarthy","118"
"Toledo 23I","State Representative Dist 45","David Davenport","121"
"Toledo 23I","State Representative Dist 45","Lisa Sobecki","247"
"Toledo 23I","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","255"
"Toledo 23I","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","273"
"Toledo 23I","Judge Comm Pleas DR 1-3-19","David Lewandowski","255"
"Toledo 23I","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","99"
"Toledo 23I","Judge Comm Pleas GEN 1-4-19","Joe McNamara","204"
"Toledo 23I","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","251"
"Toledo 23I","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","237"
"Toledo 23I","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","266"
"Toledo 23I","County Commissioner","Gary L. Byers","201"
"Toledo 23I","County Commissioner","Sandy Spang","91"
"Toledo 23I","County Auditor","Anita Lopez","302"
"Toledo 23I","County Treasurer UNEX","Lori Brodie","146"
"Toledo 23I","County Treasurer UNEX","Lindsay M. Webb","227"
"Toledo 23I","State Board of Education 2nd District","Jeanine P. Donaldson","28"
"Toledo 23I","State Board of Education 2nd District","Charles Froehlich","21"
"Toledo 23I","State Board of Education 2nd District","Kirsten Hill","49"
"Toledo 23I","State Board of Education 2nd District","W. Roger Knight","27"
"Toledo 23I","State Board of Education 2nd District","Sue Larimer","40"
"Toledo 23I","State Board of Education 2nd District","Vicki Donovan Lyle","36"
"Toledo 23I","State Board of Education 2nd District","Annette Dudek Shine","53"
"Toledo 23I","1. State Issue Proposed Const. Amendment","YES","214"
"Toledo 23I","1. State Issue Proposed Const. Amendment","NO","174"
"Toledo 23I","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","209"
"Toledo 23I","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","176"
"Toledo 23I","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","267"
"Toledo 23I","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","122"
"Toledo 23I","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","146"
"Toledo 23I","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","235"
"Toledo 23I","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","283"
"Toledo 23I","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","101"
"Toledo 23I","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","235"
"Toledo 23I","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","139"
"Toledo 23I","15. City of Toledo Regional Water Charter Amendment","YES","237"
"Toledo 23I","15. City of Toledo Regional Water Charter Amendment","NO","130"
"Toledo 23J","Governor / Lt. Governor","Cordray/Sutton","314"
"Toledo 23J","Governor / Lt. Governor","DeWine/Husted","259"
"Toledo 23J","Governor / Lt. Governor","Gadell-Newton/Joseph","13"
"Toledo 23J","Governor / Lt. Governor","Irvine/Grayson","9"
"Toledo 23J","Governor / Lt. Governor","Write-in","0"
"Toledo 23J","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 23J","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 23J","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 23J","Attorney General","Steve Dettelbach","322"
"Toledo 23J","Attorney General","Dave Yost","262"
"Toledo 23J","Auditor of State","Robert C. Coogan","32"
"Toledo 23J","Auditor of State","Keith Faber","254"
"Toledo 23J","Auditor of State","Zack Space","283"
"Toledo 23J","Secretary of State","Kathleen Clyde","308"
"Toledo 23J","Secretary of State","Frank LaRose","246"
"Toledo 23J","Secretary of State","Dustin R. Nanna","20"
"Toledo 23J","Secretary of State","Write-in","0"
"Toledo 23J","Secretary of State","Michael W. Bradley","0"
"Toledo 23J","Treasurer of State","Rob Richardson","297"
"Toledo 23J","Treasurer of State","Robert Sprague","274"
"Toledo 23J","U.S. Senator","Sherrod Brown","362"
"Toledo 23J","U.S. Senator","Jim Renacci","225"
"Toledo 23J","U.S. Senator","Write-in","0"
"Toledo 23J","U.S. Senator","Stephen Faris","0"
"Toledo 23J","U.S. Representative Dist 5","J. Michael Galbraith","271"
"Toledo 23J","U.S. Representative Dist 5","Don Kissick","22"
"Toledo 23J","U.S. Representative Dist 5","Bob Latta","297"
"Toledo 23J","Sup Crt Justice 1-1-19","Craig Baldwin","110"
"Toledo 23J","Sup Crt Justice 1-1-19","Michael P. Donnelly","354"
"Toledo 23J","Sup Crt Justice 1-2-19","Mary DeGenaro","189"
"Toledo 23J","Sup Crt Justice 1-2-19","Melody J. Stewart","253"
"Toledo 23J","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","158"
"Toledo 23J","Appeals Crt Judge 2-9-19","Gene A. Zmuda","333"
"Toledo 23J","State Senator Dist 11","Teresa Fedor","338"
"Toledo 23J","State Senator Dist 11","Ernest McCarthy","233"
"Toledo 23J","State Representative Dist 45","David Davenport","245"
"Toledo 23J","State Representative Dist 45","Lisa Sobecki","319"
"Toledo 23J","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","365"
"Toledo 23J","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","386"
"Toledo 23J","Judge Comm Pleas DR 1-3-19","David Lewandowski","393"
"Toledo 23J","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","169"
"Toledo 23J","Judge Comm Pleas GEN 1-4-19","Joe McNamara","306"
"Toledo 23J","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","356"
"Toledo 23J","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","356"
"Toledo 23J","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","383"
"Toledo 23J","County Commissioner","Gary L. Byers","255"
"Toledo 23J","County Commissioner","Sandy Spang","136"
"Toledo 23J","County Auditor","Anita Lopez","417"
"Toledo 23J","County Treasurer UNEX","Lori Brodie","285"
"Toledo 23J","County Treasurer UNEX","Lindsay M. Webb","286"
"Toledo 23J","State Board of Education 2nd District","Jeanine P. Donaldson","52"
"Toledo 23J","State Board of Education 2nd District","Charles Froehlich","29"
"Toledo 23J","State Board of Education 2nd District","Kirsten Hill","78"
"Toledo 23J","State Board of Education 2nd District","W. Roger Knight","35"
"Toledo 23J","State Board of Education 2nd District","Sue Larimer","63"
"Toledo 23J","State Board of Education 2nd District","Vicki Donovan Lyle","70"
"Toledo 23J","State Board of Education 2nd District","Annette Dudek Shine","53"
"Toledo 23J","1. State Issue Proposed Const. Amendment","YES","257"
"Toledo 23J","1. State Issue Proposed Const. Amendment","NO","326"
"Toledo 23J","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","289"
"Toledo 23J","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","298"
"Toledo 23J","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","385"
"Toledo 23J","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","196"
"Toledo 23J","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","169"
"Toledo 23J","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","406"
"Toledo 23J","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","406"
"Toledo 23J","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","176"
"Toledo 23J","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","364"
"Toledo 23J","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","207"
"Toledo 23J","15. City of Toledo Regional Water Charter Amendment","YES","354"
"Toledo 23J","15. City of Toledo Regional Water Charter Amendment","NO","208"
"Toledo 23K","Governor / Lt. Governor","Cordray/Sutton","269"
"Toledo 23K","Governor / Lt. Governor","DeWine/Husted","192"
"Toledo 23K","Governor / Lt. Governor","Gadell-Newton/Joseph","3"
"Toledo 23K","Governor / Lt. Governor","Irvine/Grayson","7"
"Toledo 23K","Governor / Lt. Governor","Write-in","0"
"Toledo 23K","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 23K","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 23K","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 23K","Attorney General","Steve Dettelbach","272"
"Toledo 23K","Attorney General","Dave Yost","187"
"Toledo 23K","Auditor of State","Robert C. Coogan","17"
"Toledo 23K","Auditor of State","Keith Faber","196"
"Toledo 23K","Auditor of State","Zack Space","245"
"Toledo 23K","Secretary of State","Kathleen Clyde","257"
"Toledo 23K","Secretary of State","Frank LaRose","187"
"Toledo 23K","Secretary of State","Dustin R. Nanna","15"
"Toledo 23K","Secretary of State","Write-in","0"
"Toledo 23K","Secretary of State","Michael W. Bradley","0"
"Toledo 23K","Treasurer of State","Rob Richardson","247"
"Toledo 23K","Treasurer of State","Robert Sprague","209"
"Toledo 23K","U.S. Senator","Sherrod Brown","303"
"Toledo 23K","U.S. Senator","Jim Renacci","160"
"Toledo 23K","U.S. Senator","Write-in","1"
"Toledo 23K","U.S. Senator","Stephen Faris","0"
"Toledo 23K","U.S. Representative Dist 5","J. Michael Galbraith","239"
"Toledo 23K","U.S. Representative Dist 5","Don Kissick","8"
"Toledo 23K","U.S. Representative Dist 5","Bob Latta","217"
"Toledo 23K","Sup Crt Justice 1-1-19","Craig Baldwin","125"
"Toledo 23K","Sup Crt Justice 1-1-19","Michael P. Donnelly","227"
"Toledo 23K","Sup Crt Justice 1-2-19","Mary DeGenaro","163"
"Toledo 23K","Sup Crt Justice 1-2-19","Melody J. Stewart","172"
"Toledo 23K","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","102"
"Toledo 23K","Appeals Crt Judge 2-9-19","Gene A. Zmuda","284"
"Toledo 23K","State Senator Dist 11","Teresa Fedor","281"
"Toledo 23K","State Senator Dist 11","Ernest McCarthy","176"
"Toledo 23K","State Representative Dist 45","David Davenport","181"
"Toledo 23K","State Representative Dist 45","Lisa Sobecki","263"
"Toledo 23K","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","276"
"Toledo 23K","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","295"
"Toledo 23K","Judge Comm Pleas DR 1-3-19","David Lewandowski","289"
"Toledo 23K","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","136"
"Toledo 23K","Judge Comm Pleas GEN 1-4-19","Joe McNamara","237"
"Toledo 23K","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","275"
"Toledo 23K","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","276"
"Toledo 23K","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","278"
"Toledo 23K","County Commissioner","Gary L. Byers","176"
"Toledo 23K","County Commissioner","Sandy Spang","169"
"Toledo 23K","County Auditor","Anita Lopez","335"
"Toledo 23K","County Treasurer UNEX","Lori Brodie","236"
"Toledo 23K","County Treasurer UNEX","Lindsay M. Webb","213"
"Toledo 23K","State Board of Education 2nd District","Jeanine P. Donaldson","37"
"Toledo 23K","State Board of Education 2nd District","Charles Froehlich","27"
"Toledo 23K","State Board of Education 2nd District","Kirsten Hill","33"
"Toledo 23K","State Board of Education 2nd District","W. Roger Knight","19"
"Toledo 23K","State Board of Education 2nd District","Sue Larimer","38"
"Toledo 23K","State Board of Education 2nd District","Vicki Donovan Lyle","88"
"Toledo 23K","State Board of Education 2nd District","Annette Dudek Shine","61"
"Toledo 23K","1. State Issue Proposed Const. Amendment","YES","205"
"Toledo 23K","1. State Issue Proposed Const. Amendment","NO","263"
"Toledo 23K","7. Sylvania CSD .09 mill Additional","FOR THE TAX LEVY","211"
"Toledo 23K","7. Sylvania CSD .09 mill Additional","AGAINST THE TAX LEVY","252"
"Toledo 23K","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","324"
"Toledo 23K","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","141"
"Toledo 23K","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","163"
"Toledo 23K","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","286"
"Toledo 23K","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","331"
"Toledo 23K","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","134"
"Toledo 23K","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","282"
"Toledo 23K","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","168"
"Toledo 23K","15. City of Toledo Regional Water Charter Amendment","YES","295"
"Toledo 23K","15. City of Toledo Regional Water Charter Amendment","NO","140"
"Toledo 23L","Governor / Lt. Governor","Cordray/Sutton","213"
"Toledo 23L","Governor / Lt. Governor","DeWine/Husted","174"
"Toledo 23L","Governor / Lt. Governor","Gadell-Newton/Joseph","8"
"Toledo 23L","Governor / Lt. Governor","Irvine/Grayson","7"
"Toledo 23L","Governor / Lt. Governor","Write-in","0"
"Toledo 23L","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 23L","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 23L","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 23L","Attorney General","Steve Dettelbach","210"
"Toledo 23L","Attorney General","Dave Yost","186"
